views,likes,media,comments,url,caption,post_datetime
na,31482,image,182,https://www.instagram.com/p/BgZPYHHHdyN/?taken-by=google,"""I use color mostly as a punctuation mark."" Our new @googleartsculture machine learning experiment Art Palette matches artworks from cultural institutions from around the world with your selected hues. We visited designer, photographer and master of color combinations, @paulsmith, at his workshop to explore how he’s using Art Palette to experience colors in a new way for fashion. g.co/artpalette",2018-03-16T18:36:14.000Z
na,68229,image,446,https://www.instagram.com/p/BfRH0M4H9RQ/?taken-by=google,"Created by Googlers in Beijing and Shanghai, this week's #MySuperG is joining in on the #LunarNewYear celebration.",2018-02-16T18:24:51.000Z
na,47863,image,247,https://www.instagram.com/p/BfbfHganyAk/?taken-by=google,"Often seen cruising around our Mountain View campus, it’s Lola! This recently rescued and adopted #Doogler loves chasing pigeons, rocking cute outfits and acting super tough (despite weighing only five pounds).",2018-02-20T19:00:52.000Z
130987,24212,video,173,https://www.instagram.com/p/Bfb7PbEHcjF/?taken-by=google,Keeping things organized to help you speed through checkout—say 👋 to a better way to pay with the new #GooglePay app for Android.,2018-02-20T23:07:47.000Z
na,61450,image,848,https://www.instagram.com/p/BfeH2m4HDd-/?taken-by=google,"Using our open-source machine learning framework TensorFlow, self-taught coder Rohan invented an app that provides nutritional info on food just by snapping a picture of it. See our story today for more on this computer science rockstar from New Delhi. #SearchOn",2018-02-21T19:35:18.000Z
na,86175,image,443,https://www.instagram.com/p/BfhFUH6Hshg/?taken-by=google,"#teampixel photographer @samscrim knows how to end a road trip. Last stop: this gorgeous sunset at Kamay Botany Bay National Park, just south of Sydney Airport.",2018-02-22T23:10:50.000Z
na,58094,image,604,https://www.instagram.com/p/BfjNIETH8MH/?taken-by=google,"On Fridays, our Pixel cases wear stripes. g.co/livecase",2018-02-23T18:57:35.000Z
na,83971,image,421,https://www.instagram.com/p/Bfq3hFJnNC-/?taken-by=google,#MySuperG brushes its way across a canvas in this painting by @f.sakizli_art. 🖌️,2018-02-26T18:22:41.000Z
na,63808,image,227,https://www.instagram.com/p/BfwFxNVHjaL/?taken-by=google,Swinging around with @android in Barcelona at Mobile World Congress. #AndroidMWC,2018-02-28T19:03:25.000Z
na,91363,image,462,https://www.instagram.com/p/BfymabqHub6/?taken-by=google,Making a splash with #teampixel photographer @tygalatiansart.,2018-03-01T18:27:09.000Z
106152,18260,video,132,https://www.instagram.com/p/Bf7I9gAHExL/?taken-by=google,There's over 1 million Actions made easier when you make Google do it. See what your Google Assistant can do when you say #HeyGoogle.,2018-03-05T02:18:47.000Z
164785,39840,video,289,https://www.instagram.com/p/Bf89uF6H3xk/?taken-by=google,Spring is just around the corner in @scrinkl’s amazing #MySuperG paper creation.,2018-03-05T19:03:42.000Z
na,73455,image,490,https://www.instagram.com/p/Bf_gWclHzcL/?taken-by=google,"Dog = #Doogler. Hedgehog = #Hoogler! Meet Piglet, a four-year-old Hoogler whose mom works here at Google. Always up for an adventure, Piglet has road-tripped over 3,000 miles in the US. Favorite things include tummy rubs and dried mealworms. Yum!",2018-03-06T18:44:18.000Z
na,21348,image,102,https://www.instagram.com/p/Ben6SZNHXBy/?taken-by=google,"Spotted on a wall of our Mayes County, Oklahoma data center: digital artist Jenny Odell collected @googlemaps imagery of man-made ponds to make a colorful collage.",2018-01-31T18:17:46.000Z
na,33437,image,257,https://www.instagram.com/p/BeqcnApndzN/?taken-by=google,"Marking the start of #BlackHistoryMonth, today's #GoogleDoodle was created by Virginia-based guest illustrator @shannondrewthis. Celebrating Carter G. Woodson, an author, historian and scholar who is known as the “Father of Black History,” see how Shannon's illustration came to life.",2018-02-01T17:56:10.000Z
na,67313,image,356,https://www.instagram.com/p/Bes-yMgHnF4/?taken-by=google,#teampixel photographer @sethiemc perfectly captures the way we feel tiny in the greatness of nature.,2018-02-02T17:33:16.000Z
na,76731,image,338,https://www.instagram.com/p/Be0uSYFnRmu/?taken-by=google,This #MySuperG’s a real treat. For cereal. Created by @mister_krisp.,2018-02-05T17:43:02.000Z
88181,14437,video,132,https://www.instagram.com/p/Be3sAVLHX3u/?taken-by=google,"In honor of #SaferInternetDay, we took a few tips from our digital citizenship program for kids, #BeInternetAwesome, and turned them into a safety check-up for people of all ages. Check our story for more!",2018-02-06T21:21:00.000Z
na,71362,image,399,https://www.instagram.com/p/Be6HAYYn-2a/?taken-by=google,You’ll never forget a good teacher. Last week we hosted all 55 honored State Teachers of the Year at our HQ in Mountain View–some of the most inspiring and innovative educators in the United States. 🍎#ntoy18,2018-02-07T19:55:14.000Z
na,57840,image,268,https://www.instagram.com/p/Be9ImAWHVDT/?taken-by=google,"Cool is an understatement. #teampixel photographer @daveast captured Iceland’s sometimes blue, always beautiful terrain on a recent trip–see more in our story today.",2018-02-09T00:06:50.000Z
na,30704,image,269,https://www.instagram.com/p/Be_pE2KH9d7/?taken-by=google,"Even more lovable than ramen, meet Noodles. This special #Doogler belongs to Googler Nat (of Nat & Friends), who goes behind the scenes to explore all of the awesome things we work on at Google, from AI to virtual reality to #StreetView. Take a walk with Noodles to our story today for a new episode guest starring some adoptable furry friends and 5 Google photography apps. 🐾",2018-02-09T23:29:09.000Z
na,84879,image,287,https://www.instagram.com/p/BfG00ldHNMK/?taken-by=google,"It's time for Carnival, and this #MySuperG is ready to party! 🎉",2018-02-12T18:26:28.000Z
na,48294,image,293,https://www.instagram.com/p/BfHIPLwHfGy/?taken-by=google,"As a child in Ethiopia, Asmelash Zerefu dreamed of flying a plane. But when his plans to become a pilot didn't work out, he taught himself to build his own airplane from scratch by watching YouTube videos. Learn more about his incredible journey in our story today. #SearchOn",2018-02-12T21:16:07.000Z
na,33979,image,158,https://www.instagram.com/p/BfMVEWrnBGj/?taken-by=google,"Love is in the air, and it found its way to #teampixel. Already enamored with Pixel's camera, #teampixel (and professional) photographer couple @_gingersnapphotography and @haylescolin wanted to see how their new Pixel 2’s would fare in the most picture-worthy setting: a wedding. Say “I do” to more photos from the romantic shoot in our story today. ❤️",2018-02-14T21:44:27.000Z
na,24539,image,143,https://www.instagram.com/p/BfPE-ITn_rK/?taken-by=google,"For #BlackHistoryMonth we asked some special guests to reflect on icons and moments in Black History. This week, actress and activist @yarashahidi pays homage to the Black women who empower her. See our story today for more from Yara and her video with @googleartsculture.",2018-02-15T23:21:30.000Z
138074,26128,video,170,https://www.instagram.com/p/Bd0bEp2nVIJ/?taken-by=google,The key to this tiny town? #HeyGoogle. Take a #CES2018 staycation in our mini-city to explore some of the over 1 million Actions you can take with your #GoogleAssistant.,2018-01-11T18:24:25.000Z
na,105358,image,346,https://www.instagram.com/p/Bd1E2SFnC6K/?taken-by=google,"A sunset on a rainy day never looked so good. #teampixel photographer @ustincameron says, “Puddles are a great way to create (hopefully) never-before-seen compositions.” As a pro at Pixel low-light photography, Austin has a few tips for capturing great shots: “Set the focus on dark areas with details you want to bring out, do your best to prevent light pollution from entering your frame and don’t be scared to stack multiple pics together to create the perfect composition.” See more of his photos in our story today.",2018-01-12T00:28:47.000Z
na,58025,image,318,https://www.instagram.com/p/Bd3rHzKHyPf/?taken-by=google,"#HeyGoogle, play my “that’s a wrap” playlist. Dancing our way out of The Google Assistant Playground—thanks for the fun, #CES2018! 📷: #teampixel",2018-01-13T00:41:43.000Z
na,68684,image,356,https://www.instagram.com/p/Bd-rq1nHpRV/?taken-by=google,"#MySuperG, take note. 📓: @notedinstyle",2018-01-15T18:01:11.000Z
na,32164,image,164,https://www.instagram.com/p/BeEHGcOHd2l/?taken-by=google,"From colors to acoustics, there’s a design story behind how every product in the @madebygoogle family looks, feels and acts when you hold it in your hand. See our story for more behind-the-scenes photos of our radically helpful—and thoughtfully designed—hardware.",2018-01-17T20:37:05.000Z
na,112782,image,426,https://www.instagram.com/p/BeG8d88nDHM/?taken-by=google,"A magical, foggy moment captured in New York by #teampixel photographer @romanshotthis.",2018-01-18T23:01:53.000Z
na,49098,image,289,https://www.instagram.com/p/BeJpX8mnBaW/?taken-by=google,"An udderly awesome use of TensorFlow: meet Connecterra, a startup using our open source machine learning system and AI to help dairy farmers keep their cows healthy and farms efficient. For more on this use of moo-chine learning, head to our story.",2018-01-20T00:12:46.000Z
na,58709,image,358,https://www.instagram.com/p/BeQ0rvyHEfM/?taken-by=google,"We don’t mean to sound cheesy, but we’re so fondue of this #MySuperG by Milwaukee-based small business @thewisconsincheesemart. 🧀",2018-01-22T19:06:16.000Z
na,50548,image,312,https://www.instagram.com/p/BeTYnlSHrkY/?taken-by=google,"Hailing from our New York City office, it’s Chase the #Doogler! This sophisticated, sweater-wearing pup (unsurprisingly) thinks he is a human, and can also stick his tongue out on command.",2018-01-23T18:58:46.000Z
na,37133,image,212,https://www.instagram.com/p/BeY0poVgqhk/?taken-by=google,Glowing shades of orange make for a striking silhouette in this shot by #teampixel photographer @_insearchofexpression.,2018-01-25T21:39:55.000Z
na,56958,image,262,https://www.instagram.com/p/BeixYnxHzvd/?taken-by=google,@fragilefreaks thought out of the box with this creative #MySuperG made from cardboard.,2018-01-29T18:23:47.000Z
na,62777,image,329,https://www.instagram.com/p/BelnQxGnKx6/?taken-by=google,"After partnering this summer with @howard1867 to open #HowardWest, a new campus at our Mountain View HQ for Black computer science majors, today we're announcing its expansion to a full academic year! And to open up opportunity for even more future engineers, we're also growing the program to include students from other HBCUs. See you around campus! 👋👋",2018-01-30T20:53:03.000Z
na,36403,image,385,https://www.instagram.com/p/Bc70WQrHneo/?taken-by=google,"Fresh out of the oven and six short of a baker’s dozen, take a bite out of some of the sweetest moments from our #GoogleHome Mini Donut Shop. Thanks to @spinsyddy, @neonstylefox, @chief.b, @lindamanheim, @nymix, @foodieindy and @shihoriiin49 for sharing a taste of our 12-city tour, 90,000 donuts shared and superhero-powered hardware. 🍩",2017-12-20T18:47:54.000Z
196192,28010,video,653,https://www.instagram.com/p/Bc8OIzVnICP/?taken-by=google,"Slime had quite the year. It bounced, stretched, and jiggled its way to the top trending spot in Search. See our story for the types we wanted to make most. #YearinSearch",2017-12-20T22:33:21.000Z
na,66446,image,"1,125",https://www.instagram.com/p/Bc-iAExn4FV/?taken-by=google,🎶 All the lights are shining so brightly everywhere 🎶 in this festive holiday shot by #teampixel photographer @pitbullmombe.,2017-12-21T20:05:18.000Z
388716,45051,video,"8,084",https://www.instagram.com/p/BdDh4kxH0W2/?taken-by=google,Diving into the holiday like... We're snowed in at our #googlepopup up in NYC and don't mind one bit. Head to @madebygoogle's story to explore more of our life-size snow globe (before it melts away!). ❄️,2017-12-23T18:41:00.000Z
208219,42683,video,807,https://www.instagram.com/p/BdIojo0n7gP/?taken-by=google,"A very, merry lit #MySuperG–right on time for the holiday. 🎄",2017-12-25T18:15:24.000Z
na,44316,image,395,https://www.instagram.com/p/BdTQ7IPnXQA/?taken-by=google,"The Big Apple has a lot more to eat than apples. Take a bite out of NYC’s 13 most Instagrammable dishes of 2017, served fresh over on @zagat’s table. We’ll take one of everything, please!",2017-12-29T21:20:08.000Z
253584,49520,video,"2,712",https://www.instagram.com/p/Bdau3NIn2B4/?taken-by=google,Painting the new year in bright colors with this #MySuperG by @jenmanship.,2018-01-01T18:57:10.000Z
na,81286,image,421,https://www.instagram.com/p/Bdk-aGfnUSN/?taken-by=google,"A very happy blue year from #teampixel photographer @winterman_, who captured this shot in colorful Jodhpur, India.",2018-01-05T18:24:40.000Z
na,50662,image,192,https://www.instagram.com/p/BdspcK-n6j8/?taken-by=google,We're succas for this potted #MySuperG by @cshireen. 🌱,2018-01-08T17:55:22.000Z
na,63610,image,257,https://www.instagram.com/p/BdtEqgnnR5u/?taken-by=google,"Ten days. Two wheels. One #GoogleAssistant. Traveling from New York City to Las Vegas, cyclist Max Lippe equipped his bike with @electronwheel, which now works with the Google Assistant for a hands-free, smooth #RidetoCES. #HeyGoogle, how fast am I riding?",2018-01-08T21:53:15.000Z
na,43731,image,201,https://www.instagram.com/p/BdvRjl7n6dh/?taken-by=google,"A happy #Doogler for a happy new year. Say hi to Jaya, a fuzzy Doogler from our Los Angeles office who enjoys chewing on ice cubes, stealing (and hiding!) socks, and frequenting the office dog park.",2018-01-09T18:24:23.000Z
na,125011,image,474,https://www.instagram.com/p/BdwPN_cnJKy/?taken-by=google,"#HeyGoogle, what's the weather in Las Vegas tomorrow? A few drops of water at #CES2018 can't keep us from playing for long–stay tuned for more views from the Google Assistant Playground.",2018-01-10T03:23:12.000Z
na,32588,image,425,https://www.instagram.com/p/BcadNnTgAkl/?taken-by=google,"Designed by artist @ninachanel, a vibrant #teampixel playground has popped up at #29rooms in Los Angeles. Colorful as can be, the room celebrates what happens when we challenge the status quo. Head to @madebygoogle's story today for a behind-the-scenes look!",2017-12-07T19:50:48.000Z
na,92405,image,577,https://www.instagram.com/p/BcatJZIA3uh/?taken-by=google,"Daydreaming, or intrigued by a squirrel? Either way, we can’t get enough of this face. #teampixel photographer @mylilchapter used portrait mode to capture his 3-month-old puppy in this adorable shot.",2017-12-07T22:10:02.000Z
na,101534,image,512,https://www.instagram.com/p/Bcc39e9gK-k/?taken-by=google,"No one's crabby on Christmas Island. Well, maybe some of its residents … 🦀! This week #StreetView is joining more than 45 million endemic red crabs for their annual migration from forests to seas. Soon you’ll be able to see this crabtivating phenomenon for yourself on Street View.",2017-12-08T18:23:00.000Z
208301,32829,video,882,https://www.instagram.com/p/BcdKXXsAvKu/?taken-by=google,"Drawings of faces from around the world often have a common feature: smiles. In the past year, people all around the world have drawn one billion doodles in Quick, Draw!, a web game where a neural network tries to recognize your drawings. Though each drawing is unique, when you step back and look at all of them, the differences fade away. Turns out, one billion drawings can remind us of how similar we are.",2017-12-08T21:04:02.000Z
229533,30221,video,559,https://www.instagram.com/p/Bckn9yWAqgJ/?taken-by=google,Flip it and reverse it and you’ve got this week’s #MySuperG. Are you ready to #Chromebook?,2017-12-11T18:37:26.000Z
143600,19707,video,252,https://www.instagram.com/p/Bcnsc8ZAN1H/?taken-by=google,"An eye fit for Liberty: The process of making prosthetic eyes is equal parts art and science. It requires a painstaking attention to detail, extreme patience, and artistic skill, which is what makes this father's story so special. By watching YouTube videos, Dwayne Collins trained himself how to craft prosthetic eyes from scratch for his daughter, who was born with a rare eye condition. Watch Dwayne at work in our story.",2017-12-12T23:14:13.000Z
148380,19503,video,452,https://www.instagram.com/p/BcpkFoOgMqS/?taken-by=google,The most memorable moments of 2017 started with a question. Watch the full film with the link in our bio. #YearinSearch,2017-12-13T16:42:13.000Z
na,87671,image,"1,567",https://www.instagram.com/p/BcqR4k5nBWQ/?taken-by=google,Local Scouts in Sweden are learning all sorts of valuable life skills. The newest one? Capturing their country’s beautiful nature for #StreetView.,2017-12-13T23:19:39.000Z
na,48922,image,556,https://www.instagram.com/p/Bcu1dScnISD/?taken-by=google,Deck the halls (and the cacti). 🌵 Make your holiday trimming extra special with @madewithcode's #EmojifytheHolidays project!,2017-12-15T17:47:28.000Z
na,117621,image,"1,405",https://www.instagram.com/p/BcvXV4unuHD/?taken-by=google,"Is this real life? Well, close enough 😉. AR Stickers have made it to #teampixel, with special (and often supernatural!) appearances by Star Wars: The Last Jedi and Stranger Things characters on Pixel phones. These are a few of our favorites so far, thanks to @iceberg5, @ganeshk21, @erin_in_ks, @jonnymason525, @aaronkleyla, @electrified_motors, @khairul23, @aminaforrest, @jerryberryguadagno and @iamhowwedo.",2017-12-15T22:43:33.000Z
na,82441,image,474,https://www.instagram.com/p/Bc2rAGGHjqw/?taken-by=google,"With this week marking the beginning of summer in the Southern Hemisphere, today’s #MySuperG is extra special and extra sandy, thanks to our friends at Google Brazil. Partiu praia 🌞.",2017-12-18T18:50:01.000Z
92204,17789,video,249,https://www.instagram.com/p/Bc5MQtxH1ph/?taken-by=google,"This weekend our NYC #googlepopup was a dog dreamland–and every pup who stopped by became an honorary #Doogler in our eyes. @thedogist photographer Elias Weiss Friedman brought his magic touch (and tennis ball) to take some furry, festive Pixel shots.",2017-12-19T18:19:08.000Z
na,42245,image,261,https://www.instagram.com/p/BbfGAozgvNJ/?taken-by=google,"Where in the world is Carmen the #Doogler? We found her at our Pittsburgh office! Rescued in 2009, this sweet pup loves playing fetch (with cat toys), and commuting to the office with her Googler Dad, only to later sleep on his desk.",2017-11-14T18:32:52.000Z
na,96108,image,339,https://www.instagram.com/p/BbkpwyUAfQF/?taken-by=google,"A sparkly, shiny celebration captured by #teampixel photographer @sidgoswami.",2017-11-16T22:21:28.000Z
na,43895,image,211,https://www.instagram.com/p/BbumjEHg0m_/?taken-by=google,"This week's #MySuperG comes from our friends at Google Brazil to celebrate Afro-Brazilian culture and identity in Brazil's music, food, art, clothing and history. Viva!",2017-11-20T19:05:47.000Z
na,66575,image,274,https://www.instagram.com/p/Bbu2zUJA2jP/?taken-by=google,"To celebrate the @museoguggeinheim turning 20, @googleartsculture invited @johantonnoir—known for running, flipping and jumping across Paris's busy rooftops with only a pair of sturdy shoes—to capture the the museum’s iconic, swirling roof from a new angle. 📷: @trashhand",2017-11-20T21:27:49.000Z
na,58501,image,357,https://www.instagram.com/p/BbzpMPoAfrN/?taken-by=google,"We're thankful for sprinkles. And donut-sized, superhero-powered help from Google Home Mini. 📷: @mrlessy",2017-11-22T18:05:05.000Z
na,53072,image,282,https://www.instagram.com/p/BcAl7LfAXa6/?taken-by=google,Feeling the perfect measure of zen with this #MySuperG drawing by @benvoa.,2017-11-27T18:46:40.000Z
na,29770,image,196,https://www.instagram.com/p/BcBCZy6AHJ5/?taken-by=google,"Meet Olivia, a Staffing Services Associate at Google. Raised on the Oneida Indian Reservation in Wisconsin, Olivia now works at our Mountain View headquarters and is a member of the Google American Indian Network. Wearing earrings and a necklace made of wampum, a traditional bead made out of quahog shells native to the East Coast, she says, “Native Americans have remained resilient through a long history of forced relocation by our ability to creatively adapt our values and ways to changing environments. Oneida’s traditional homelands are in New York, and like quahog shells, we represent our cultural legacies wherever we go. I’m inspired by incorporating my culture into my daily life, from simply wearing wampum jewelry to working with the Google American Indian Network, to make an impact in Native communities across the country. Our heritage is a strong fire that has been kept alive and protected through each generation and I am so honored to celebrate it today.” #NativeAmericanHeritageMonth",2017-11-27T22:55:31.000Z
na,84296,image,553,https://www.instagram.com/p/BcDT0bUAoYh/?taken-by=google,"Often found riding around our Sunnyvale campus, meet Theo, short for Thelonius! This #Doogler loves meeting new people (and licking their faces!), playing with his stuffed 🐘 Eustace and eating *just* about anything.",2017-11-28T20:06:11.000Z
na,111919,image,686,https://www.instagram.com/p/BcIsq7EAHwb/?taken-by=google,"#teampixel photographer @jonhuynh1 shows us the dramatic beauty of Yosemite National Park in an epic shot of Half Dome. Kids, don’t try this at home. 😉",2017-11-30T22:19:33.000Z
na,71243,image,328,https://www.instagram.com/p/BcSj6ong2G3/?taken-by=google,"Nestled among beautifully intricate leaves and creatures, lies a striking #MySuperG by @littlepatterns.",2017-12-04T18:15:27.000Z
140731,20497,video,288,https://www.instagram.com/p/BcS8iW_gkjA/?taken-by=google,"Perfect shot, perfect cookie. To show how AI can be pretty sweet, we mixed up our seasonal baking with two new ingredients, a local bakery in Pittsburgh and our Google AI technology. To demonstrate what a new experimental design technology could do, our research team came up with a real-world challenge: designing the best-possible chocolate chip cookies using a given set of ingredients. Two months and 59 test batches later, a new take on the classic chocolate chip was born: The Chocolate Chip and Cardamom Cookie. That’s one smart 🍪.",2017-12-04T21:50:43.000Z
na,47568,image,281,https://www.instagram.com/p/BcYQ-k1A8Bh/?taken-by=google,"With eyes on the pies, today we visited Oklahoma City on our #GrowWithGoogle tour to connect job seekers, educators, students and local businesses with the digital skills they need to succeed. Along with workshops and coaching sessions, we spotlighted businesses like @piejunkieokc, a pie shop that's been making the community sweeter since 2010.",2017-12-06T23:25:24.000Z
na,37744,image,162,https://www.instagram.com/p/Ba1twviAg_p/?taken-by=google,"We can haz your timeline? Taking over Instagram fur #NationalCatDay, we're Mosey and Thunder, two purrfect rescue kittens from the Bay Area. To make room for all our toys, we've sent the #Dooglers on a nice, looong walk.",2017-10-29T16:52:07.000Z
na,36899,image,202,https://www.instagram.com/p/Ba4XDVSAumm/?taken-by=google,#MySuperG is ready for fall thanks to this autumnal creation by @ack_bos.,2017-10-30T17:31:24.000Z
na,38970,image,198,https://www.instagram.com/p/Ba67fCZgz8B/?taken-by=google,"Trick-or-treat yourself all the way to Westeros with #Dooglers Gustave and Mieka! Ruling from the Iron Throne in our LA office, these pups dressed as Cersei and Jaime Lannister always know where to find the best snacks in all the Seven Kingdoms.",2017-10-31T17:28:14.000Z
na,42332,image,181,https://www.instagram.com/p/Ba9mf2gARAy/?taken-by=google,"In case you hadn’t herd, last summer some friendly sheep helped capture imagery of the Faroe Islands for #StreetView. Today, the #SheepView imagery is officially on Google Maps! To this we say, “where there’s a wool, there’s a way.”",2017-11-01T18:22:34.000Z
na,62991,image,312,https://www.instagram.com/p/Ba__9TpAlTo/?taken-by=google,"#teampixel photographer @shawnsblog takes us on the road and into the woods with this serene, misty picture of fall in Virginia.",2017-11-02T16:43:31.000Z
na,30168,image,171,https://www.instagram.com/p/BbC2UPxgDty/?taken-by=google,"Creators like artist @shantell_martin are using #ARCore, our platform for building augmented reality experiences, to push creative boundaries. For Shantell, this means continuing her iconic line drawings into 3D space. See our story for more on how other creators are using AR.",2017-11-03T19:16:59.000Z
na,83551,image,311,https://www.instagram.com/p/BbKa_o6AIxE/?taken-by=google,"A #MySuperG that can pencil you in, thanks to @bashirsultani.",2017-11-06T17:52:10.000Z
na,35436,image,130,https://www.instagram.com/p/BbLEZ_0AwW0/?taken-by=google,"Bringing the bold colors of city streets to your Pixel, we’ve launched new phone cases with muralist and painter @jasonwoodside. He even brought his geometric work to our #googlepopup in LA with a mural outfitting the building, pictured above. g.co/jasonwoodside",2017-11-06T23:54:02.000Z
na,35227,image,170,https://www.instagram.com/p/BbNGkNmgEm0/?taken-by=google,"Meet Army Veteran James Matthew Landis. A computer engineer working on healthcare applications for robotics, James is a recipient of the Google Student Veterans of America scholarship—a program to help veterans on their path to attaining a computer science or IT-related degree. He also works at No One Left Behind in Pittsburgh, PA, a national organization dedicated to helping America’s wartime allies and their families resettle safely in the U.S. “We’ve brought in 8 families in our first two months and I’m incredibly proud of our work,” he says. #honoringvets",2017-11-07T18:51:23.000Z
na,24977,image,123,https://www.instagram.com/p/BbPusT3g4wI/?taken-by=google,"Meet Marine Veteran Elizabeth Jones, another amazing Google Student Veterans of America scholar. After leaving the corps in 2007, she became an electrical engineer. Today she works as a systems engineer on anti-submarine warfare systems to protect American soldiers at sea. On the scholarship program she says, “Google’s done a lot more for me than just giving me a scholarship. I feel like it really showed me that there are people like me doing great things with their degrees.” #honoringvets",2017-11-08T19:20:30.000Z
na,112539,image,533,https://www.instagram.com/p/BbSUrHsgwLs/?taken-by=google,#teampixel photographer @prateekkeshari captured beautiful red and pink sandstone in this symmetrical shot of a Jaipur palace.,2017-11-09T19:30:52.000Z
na,62461,image,309,https://www.instagram.com/p/Bbcpd7WA8RQ/?taken-by=google,Shredding into the week with this #MySuperG ✂️ by @officialsarahrosado. Tag your own creative interpretation of our logo and you might be featured!,2017-11-13T19:44:58.000Z
na,36521,image,172,https://www.instagram.com/p/BaFFeoBgp0E/?taken-by=google,"The story of the Agoraphobic Traveller, known on Instagram as @streetview.portraits, is even more amazing than her photos. Though her condition prevents her from travelling, she uses #StreetView to visit and capture photos of remote places in parts of the world that have always fascinated her. #SearchOn",2017-10-10T19:36:34.000Z
na,32389,image,166,https://www.instagram.com/p/BaHeu_BFxih/?taken-by=google,"Originally from Mexico City, Alberto is now an industrial design creative lead for Hardware at our Mountain View headquarters. Above he’s holding an original molcajete from his grandma, a tool used to make salsa from scratch. On his work, he says, “Growing up in a vibrant city with a mix of cultures (the hyper-modern and the ancient traditions co-existing), shaped my method of problem-solving and tackling challenges. One of the most interesting challenges of my job is translating Google’s brand values—being “approachable,” for example—into physical objects.” #HispanicHeritageMonth",2017-10-11T17:55:44.000Z
na,59411,image,187,https://www.instagram.com/p/BaKVwdrgNY1/?taken-by=google,"We're feeling on top of the world! #StreetView is celebrating a major milestone today by traveling the furthest north we’ve ever been, to Quttinirpaaq National Park in Nunavut, Canada—about 500 miles south of the North Pole.",2017-10-12T20:35:01.000Z
na,50966,image,201,https://www.instagram.com/p/BaMgmZlgEE0/?taken-by=google,"Our CEO @sundarpichai was in Pittsburgh, PA yesterday, visiting with students at Langley K-8 School and joining local Googlers to volunteer at Goodwill's Digital Skills Career Day. Sundar's visit was part of our announcement of new programs to create more opportunity for everyone, including $1 billion in Google.org grants, 1 million Googler volunteer hours, and #GrowWithGoogle, a new initiative to help Americans grow their skills, career or business.",2017-10-13T16:48:15.000Z
na,30980,image,218,https://www.instagram.com/p/BaNBdFbAOp7/?taken-by=google,"Pixel 2, meet the Bayou. Photographer Timmy McGurr, also known as @13thwitness, brought the new Pixel 2 to New Orleans, exploring and capturing the city’s vibrant people, incredible seafood and beautiful scenery. #teampixel",2017-10-13T21:35:20.000Z
